"","CustomerLifetimeValue","Response","Coverage","Income","MonthlyPremiumAuto","MonthsSinceLastClaim","MonthsSincePolicyInception","NumberofPolicies","Policy","RenewOfferType","TotalClaimAmount","VehicleClass","VehicleSize"
"120",0.298988526634906,0,0,0.557155859613327,113,8,58,2,5,1,0.0517805665316023,4,1
"121",0.0345834200028722,0,0,0.461057600944179,61,9,73,3,4,1,0.0680837820899722,0,0
"122",0.0140867917689706,0,1,0.534511557195867,76,11,78,1,5,3,0.12605712423722,5,1
"123",0.105093432166562,0,1,0.283683899940989,133,0,35,3,5,0,0.220625633381101,3,1
"124",0.206450851959547,0,1,0,77,10,36,2,5,0,0.191591441977278,0,2
"125",0.280146477901535,0,1,0.242176013442554,78,11,28,2,5,1,0.129375317540514,0,1
"126",0.0299169224775652,1,1,0.239085426230984,123,1,67,1,5,0,0.204034666864631,4,1
"127",0.236446593987872,0,1,0.486512437363099,77,23,69,2,4,1,0.0318714986534438,0,1
"128",0.0846829920988395,0,0,0.729108530620818,73,26,96,2,5,0,0.175453025526252,5,1
"129",0.0782842108597023,0,0,0.912623398445705,69,16,50,2,2,0,0.00662003275263486,0,2
"130",0.249756335702682,0,0,0.803702703513668,187,24,92,2,1,0,0.310216852570042,1,1
"131",0.22382965430713,0,0,0,70,18,23,2,4,0,0.174170927134984,0,2
"132",0.0713144800615518,0,0,0.303717706364209,101,25,13,3,4,0,0.167534540528396,4,1
"133",0.11812241362824,0,0,0.508636640961783,73,15,72,2,4,0,0.0350451037574177,0,2
"134",0.0828852901138549,0,0,0,119,5,31,3,3,3,0.0845852946083727,4,2
"135",0.0648256617908426,0,0,0.270761444674488,183,1,85,1,3,3,0.303580465963454,1,0
"136",0.00830203249617857,1,0,0.34996649363379,65,23,73,1,5,1,0.0147210705745873,0,1
"137",0.00728563262439891,1,0,0.259699342875146,65,23,27,1,5,0,0.113754427255777,0,1
"138",0.00974597631905455,0,0,0.331102909552815,70,10,23,1,5,1,0.116102544327337,5,2
"139",0.00704334097051958,1,0,0.957151858853182,61,16,55,1,4,1,0.0394636939518521,5,1
"140",0.119934828098084,0,2,0,107,12,34,2,5,2,0.177489120438278,0,2
"141",0.0929984160744792,0,1,0.225182784729099,80,22,96,2,5,1,0.0702938982672094,0,1
"142",0.045097486465329,0,0,0.226833098288675,72,25,32,4,5,0,0.119420737630631,5,2
"143",0.127323187368805,0,0,0.356997829587622,103,8,63,2,3,0,0.17085273383169,3,2
"144",0.0370561197635112,0,0,0,70,13,48,9,5,0,0.174170927134984,0,1
"145",0.148868461080437,0,0,0.367399805963133,71,21,28,2,4,1,0.11301871467141,0,1
"146",0.0370022362252046,0,0,0.32909252758024,64,4,41,3,5,2,0.0339534658596626,0,1
"147",0.0437117733306764,0,0,0.94749002310439,67,23,65,4,4,1,0.111125254372396,0,1
"148",0.0761639543348103,0,0,0.259539312469369,104,0,28,3,4,1,0.172511830483337,4,2
"149",0.0500176914738596,0,1,0.251297746571849,81,12,91,3,2,0,0.20154602188716,0,1
"150",0.101322340373415,0,0,0.448645242596093,66,24,71,2,2,3,0.109466157720749,0,2
"151",0.148796319861257,0,0,0.390254148288175,117,11,94,2,4,2,0.194080086954749,4,2
"152",0.0586868817292713,0,1,0.568858083035777,84,0,70,6,4,2,0.050239311021735,5,1
"153",0.0825310690975687,0,0,0.463878136846001,72,11,57,2,2,2,0.119420737630631,0,0
"154",0.0566758891731889,0,1,0,93,30,70,6,4,2,0.231409761616807,5,1
"155",0.0410566455073508,0,0,0.483541872955862,67,7,1,7,5,1,0.0732459434565807,0,0
"156",0.0723273237827706,0,0,0.246686870505396,69,12,15,2,2,1,0.171682282157514,0,1
"157",0.057298132883293,0,1,0.323811524189596,83,17,83,6,3,0,0.137670800798749,0,2
"158",0.0223927526983798,0,0,0,101,16,59,1,3,0,0.298083940972672,4,1
"159",0.0494793472155627,0,0,0.587441613906642,74,26,42,9,1,1,0.122738930933926,0,2
"160",0.016117549238626,0,1,0,88,3,8,1,5,0,0.112617611119262,0,0
"161",0.0395764697654942,0,1,0,76,11,14,3,5,1,0.0957856559751083,0,1
"162",0.0112830740983037,0,0,0.660355467538832,70,11,94,1,5,0,0.0917793616679623,5,1
"163",0.0316081736754763,0,1,0,135,8,14,1,5,0,0.335932850670571,4,1
"164",0.0381209101436655,0,0,0,70,35,56,3,5,2,0.174170927134984,0,1
"165",0.0515852870807164,0,1,0.742711115111871,76,16,91,3,5,0,0.0741366422828875,0,0
"166",0.0630987646562555,0,1,0.866584651083706,87,14,12,9,4,0,0.0808667827130346,5,2
"167",0.0238462620146075,0,0,0,106,29,38,1,2,3,0.263762146323925,4,2
"168",0.16603417476691,0,1,0.843920344865524,96,5,54,2,5,3,0.0150284807910745,0,1
"169",0.179052327560513,0,0,0.498344685490243,70,14,27,2,2,2,0.116102544327337,5,1
"170",0.0067011554891855,0,0,0.928516418119443,61,15,56,1,7,1,0.101170674462514,0,0
"171",0.0336316729471266,1,0,0.268070933477361,66,7,43,5,5,1,0.109466157720749,5,1
"172",0.26824043073152,0,1,0.280303257618948,87,28,94,2,4,1,0.211293588012333,0,1
"173",0.210586338534439,0,0,0,61,2,61,2,4,0,0.151773122337749,0,2
"174",0.00887780144188039,0,0,0.392854642382053,66,29,45,1,4,3,0.0226367181715237,0,1
"175",0.0111408335408594,0,0,0.988777867794881,70,3,57,1,3,3,0.174170927134984,0,2
"176",0.0457819138095283,0,1,0,85,34,31,3,2,1,0.301438823470191,0,2
"177",0.0314084848325468,0,0,0.312019283663896,62,26,57,9,0,0,0.11845172425769,5,2
"178",0.0783615944068806,0,2,0,110,20,66,7,5,0,0.34657269038129,0,1
"179",0.0749150541479307,0,0,0.29071523589482,100,13,51,3,5,1,0.291769591247781,4,1
"180",0.00634468007131324,0,0,0.792860643522269,62,24,63,1,5,1,0.0804159276913362,0,1
"181",0.00728563262439891,1,0,0.259699342875146,65,23,27,1,5,0,0.113754427255777,0,1
"182",0.0205028850610349,1,0,0,102,28,11,1,1,1,0.228240353336072,4,1
"183",0.00365095525210862,0,0,0,62,30,29,1,4,0,0.154261767315219,0,0
"184",0.0366651114744604,0,0,0.190996289294966,64,17,5,3,5,0,0.129548001850339,5,1
"185",0.00897070403315219,0,0,0.999799961992779,66,6,54,1,3,2,0.109466157720749,0,1
"186",0.100524907677295,1,1,0.118302477470719,90,18,84,2,0,0,0.197494923329291,0,0
"187",0.00736283058288203,0,0,0.155229493603785,66,21,16,1,3,2,0.109466157720749,5,1
"188",0.025849414369386,0,0,0,114,3,93,1,4,2,0.283671306143689,4,1
"189",0.0119509859890143,0,0,0.941958972204719,72,26,25,1,4,1,0.0781173052749912,0,1
"190",0.0301041402808902,1,0,0.756623758514118,108,28,10,1,2,1,0.0389064763176875,4,0
"191",0.012246571391822,0,0,0.720276852601994,72,24,58,1,3,1,0.0650176567235434,0,1
"192",0.0446343104303921,0,0,0.290895270101319,71,14,59,3,1,0,0.170053716686353,0,2
"193",0.0421371954772426,0,0,0.998579730148728,66,17,12,3,4,2,0.161798005431309,0,2
"194",0.0057393589627929,0,0,0,66,25,51,1,7,1,0.0551435160409454,0,1
"195",0.00314472039249589,0,0,0,65,11,52,1,5,1,0.107807061069102,0,1
"196",0.0483976248389497,1,0,0.810974085076164,73,5,85,4,4,1,0.097194339293155,0,0
"197",0.0141014164086783,0,1,0,98,4,43,1,3,0,0.24385298650416,0,2
"198",0.112665113204345,0,1,0.589822066192577,94,12,75,2,0,0,0.110185809212593,0,1
"199",0.427348901147963,0,0,0,199,7,93,2,5,0,0.36707218029358,2,1
"200",0.00704027427452754,0,0,0.29923685500245,62,1,53,1,5,3,0.0376039008716421,0,1
"201",0.0360021965519982,0,0,0.348256168672048,61,0,31,6,1,0,0.0642206311854789,0,1
"202",0.0197791208100715,1,1,0.209819865774497,98,19,96,1,5,1,0.406540824229421,0,2
"203",0.127370078356874,0,2,0.607855492543583,154,13,7,5,5,1,0.25546666306569,4,2
"204",0.0104048813860357,0,0,0.451995879217051,69,18,34,1,5,1,0.1142992908415,0,0
"205",0.00612850938767013,1,0,0.222872345745692,65,16,93,1,3,0,0.19769971945481,0,1
"206",0.0108420283240177,0,0,0.887208569628229,69,16,78,1,5,1,0.0897349660880005,5,2
"207",0.0406397711377784,0,0,0.215801002190416,65,27,16,3,5,3,0.107807061069102,0,1
"208",0.00747111559343042,0,0,0,73,8,19,1,4,1,0.181636862067396,0,2
"209",0.0958279661883308,0,1,0.456766785689281,80,7,55,2,5,1,0.119133090020426,0,1
"210",0.0126459519636884,0,0,0.520008801672318,73,4,95,1,5,1,0.042956056456475,0,1
"211",0.0864373045349847,0,2,0.181444474450146,116,2,87,3,5,1,0.249661453119159,0,2
"212",0.0379977301789064,0,0,0,71,6,5,3,1,2,0.225806357619726,0,2
"213",0.0329323886457668,0,2,0.401676318500515,118,7,48,1,4,1,0.195739183606396,0,2
"214",0.105454803517863,1,1,0.61119612726418,89,22,93,2,4,1,0.0170583167609827,0,1
"215",0.0785420668127269,0,0,0.702713515567958,69,20,65,2,3,0,0.0777863808199183,0,1
"216",0.335223371904187,0,1,0.353027075144277,126,19,11,2,3,1,0.156410598881661,4,1
"217",0.0346640334221273,0,0,0.2628199357878,61,17,30,4,4,2,0.101170674462514,0,1
"218",0.0954491480382609,0,1,0.209459797361499,84,12,59,2,4,0,0.139329897450396,0,1
"219",0.040575590362022,0,0,0.942038987407607,64,20,50,3,5,2,0.0467455604062468,0,1
"220",0.0332447045034718,1,0,0.225752893049679,63,29,51,9,5,1,0.104488867765808,0,0
"221",0.0524374826631665,0,2,0.272941858953201,158,4,78,1,5,1,0.262103049672278,3,1
"222",0.0699144939502597,0,1,0.528330382772727,95,7,15,5,5,1,0.0434371588840037,5,1
"223",0.0458781083895802,0,0,0.652674008061532,72,3,65,3,5,0,0.111075869977979,0,2
"224",0.248141363926934,1,0,0,102,35,48,2,5,0,0.169193637180043,4,1
"225",0.0381514970076706,0,0,0.335723787519629,63,25,56,4,5,0,0.0708380003966976,0,1
"226",0.0826123906202232,0,0,0.436182874746202,106,16,60,5,5,1,0.175830023786631,3,1
"227",0.0699163110050609,0,0,0,105,0,16,4,2,1,0.174170927134984,4,2
"228",0.14590132460568,0,2,0.914913833628389,113,9,99,2,2,2,0.00829160062642526,5,0
"229",0.05347532699428,0,1,0.929126534041468,77,5,2,7,4,1,0.0148774179670713,5,2
"230",0.117802258514859,0,2,0,161,0,94,3,5,1,0.363906960540599,4,0
"231",0.102359269557732,0,1,0.228253368139947,131,26,99,3,4,3,0.255763057226055,4,1
"232",0.0437347904675321,0,0,0.832238125243796,68,10,93,4,7,1,0.112599870191379,0,2
"233",0.260896825084092,0,2,0,105,16,16,2,4,0,0.195237057313484,0,1
"234",0.0669575158530152,0,0,0,108,7,54,4,5,1,0.268739436278866,3,1
"235",0.00430373648163224,1,0,0.249147337994219,63,7,63,1,3,0,0.12020107265638,0,1
"236",0.0547107595602275,0,1,0.806023144397435,78,7,5,6,5,1,0.0954301063779833,0,1
"237",0.271310970148513,0,0,0.697942609095728,119,25,49,2,3,1,0.29349060089308,4,2
"238",0.0824188506923132,1,0,0.791050299556916,107,2,74,3,5,1,0.0998713024555867,4,1
"239",0.0483882234181872,0,0,0.554295316110061,72,31,45,9,4,0,0.0591287273773906,0,1
"240",0.356984523510945,0,0,0,109,18,2,2,3,2,0.238945317775044,4,2
"241",0.0390806177042391,0,0,0.70797451515788,64,0,93,7,8,1,0.0372708610683383,0,1
"242",0.273727050656916,0,0,0.329952691011292,102,25,12,2,5,1,0.169193637180043,4,2
"243",0.203700551657171,0,0,0.361598703753713,117,27,6,2,2,1,0.111755776426953,3,1
"244",0.272997830894116,1,0,0.140746741880957,71,13,3,2,7,0,0.176659572112455,0,1
"245",0.0335636960892094,0,0,0.781668517018233,114,18,35,1,2,3,0.189102796999808,4,1
"246",0.0607675580631185,1,1,0,95,13,20,5,4,0,0.157579960618514,5,0
"247",0.0276667309867854,0,2,0.537972214720797,104,20,77,1,1,0,0.230197243665239,0,1
"248",0.0473972623259062,1,0,0.890139126434022,72,9,71,3,5,1,0.0601223994199624,0,2
"249",0.0713494567638211,0,2,0,113,0,11,3,5,0,0.18744370034816,0,1
"250",0.0220937159991854,0,2,0,113,3,91,1,5,0,0.281182661166219,5,1
"251",0.0873319551770882,0,2,0.322661305648073,113,8,99,4,3,0,0.207741592389373,0,1
"252",0.0271109483298431,0,0,0.394995049059321,105,20,81,1,5,1,0.261273501346454,4,1
"253",0.0326723191128094,0,0,0.146677868795071,61,6,82,3,5,2,0.101170674462514,0,2
"254",0.0463368377503291,0,0,0.696812394354927,70,34,33,4,1,0,0.0223826060893255,5,0
"255",0.0489552930411745,0,2,0,161,29,1,1,5,0,0.400637620084806,4,1
"256",0.034742071491215,0,0,0,64,10,16,6,3,3,0.106147964417455,0,1
"257",0.0862744938679114,0,1,0,125,22,80,9,5,3,0.311046400895866,4,2
"258",0.0536869137648741,0,1,0.610515998039628,78,21,9,9,5,1,0.135438844342319,5,1
"259",0.119453856794339,0,2,0,113,32,66,2,5,0,0.281182661166219,0,1
"260",0.0933601768894044,0,2,0.962942959162241,117,33,81,6,3,0,0.191281609134034,0,1
"261",0.103557684608931,0,1,0.564907332393155,87,13,62,2,5,0,0.132933919478954,0,1
"262",0.068560555277785,0,0,0.525229793660796,65,0,76,2,5,2,0.0315041476944486,5,1
"263",0.0668736544719436,0,0,0,68,16,57,2,3,1,0.165539759542511,0,1
"264",0.160190554501886,0,0,0.229823666496634,190,8,53,4,5,0,0.315194142524983,1,1
"265",0.0107292584825797,0,0,0.598663746111761,74,30,82,1,4,1,0.122738930933926,5,1
"266",0.0853161010986098,0,0,0.958682149608426,109,3,16,3,0,0,0.113511069230688,3,1
"267",0.087820292652356,1,0,0,119,9,8,3,3,1,0.197398280258043,3,1
"268",0.0661479595925783,0,0,0.103359638331283,64,5,80,2,3,2,0.102609573732684,0,1
"269",0.0698058395062063,1,0,0.648133145297607,64,23,19,2,5,1,0.0927617511620126,0,1
"270",0.282094734159251,0,1,0,128,12,9,2,5,0,0.247430880971498,4,1
"271",0.105365901718781,0,1,0.452676008441604,138,1,27,4,3,2,0.0940563197384881,4,1
"272",0.00717434684163532,0,0,0.310989087926706,64,1,22,1,5,2,0.0950032657433822,0,1
"273",0.017084246524834,0,1,0.219511707224373,83,17,66,1,3,2,0.126786214260786,0,1
"274",0.0737272916323906,0,1,0.997299486902511,98,24,24,7,2,1,0.00395770593347689,0,2
"275",0.14965437799311,0,0,0.749302367449815,62,8,34,2,3,0,0.0426496130094325,5,1
"276",0.0830868345489947,0,0,0.935027655254498,72,31,40,2,4,3,0.0438989293790893,0,1
"277",0.0160301869464026,0,1,0.68382992768626,80,0,45,1,4,2,0.0843579579266161,0,1
"278",0.02701013069757,0,2,0.200828157349896,110,1,63,1,2,0,0.182466410393219,5,1
"279",0.0252560115502333,0,0,0.401826347005931,102,34,78,1,3,2,0.0534445315949865,4,1
"280",0.0429147200155766,0,1,0.754523359438293,136,11,97,1,5,0,0.151524490113533,4,1
"281",0.691027395408186,0,0,0.613326532041088,186,0,30,2,5,1,0.147774426347622,1,2
"282",0.0202651887291443,0,1,0.761284644082376,88,6,97,1,5,1,0.145966284056984,0,1
"283",0.214177279729983,0,1,0.264930336763985,247,21,39,7,4,0,0.456765190592421,2,1
"284",0.0500198874921307,0,1,0.640201638311279,85,9,66,5,5,2,0.128854710984774,0,1
"285",0.810651995459981,0,2,0.783248817275282,192,34,18,2,3,0,0.0524041120847387,3,1
"286",0.0403665454639097,0,0,0.493213710605015,65,30,55,4,0,0,0.0795003728320267,0,1
"287",0.00902649969257086,0,0,0.218651543793321,69,3,11,1,5,1,0.120346386364841,0,1
"288",0.0278437631490391,0,2,0.583100789149938,105,24,22,1,5,0,0.174170927134984,0,1
"289",0.156427050943177,1,1,0,139,5,56,2,1,0,0.230580213290984,4,1
"290",0.0782423332102977,0,0,0.202288434802612,114,27,64,6,7,2,0.189102796999808,4,2
"291",0.00657127658552601,0,0,0,71,31,79,1,2,0,0.170387941706828,0,1
"292",0.087820292652356,1,0,0,119,9,8,3,3,1,0.197398280258043,3,1
"293",0.307531797158937,0,0,0.968844080375271,113,26,88,2,4,0,0.130407318517835,4,2
"294",0.136639751777704,0,2,0.263170002300437,110,29,19,2,5,0,0.195544814903333,0,1
"295",0.0380527740763886,0,0,0.997799581920565,63,0,73,3,2,1,0.156282638287241,5,1
"296",0.056555136672211,0,0,0,187,6,12,1,4,1,0.549086314372302,1,1
